Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
West Bengal, 31-05-2021, M, 21.81, 18987650.00, 43.00
West Bengal, 30-06-2021, M, 25.56, 19779606.00, 46.95
West Bengal, 31-07-2021, M, 6.59, 24573809.00, 46.39
India, 31-01-2016, M, 7.92, 281897063.00, 49.01
India, 29-02-2016, M, 7.55, 275622533.00, 47.65
India, 31-03-2016, M, 7.36, 271078231.00, 46.68
India, 30-04-2016, M, 7.79, 276797350.00, 47.80
India, 31-05-2016, M, 8.52, 287522023.00, 49.95
India, 30-06-2016, M, 8.26, 273594738.00, 47.30
India, 31-07-2016, M, 7.22, 271567821.00, 46.34
India, 31-08-2016, M, 8.85, 278415037.00, 48.26
India, 30-09-2016, M, 7.82, 288344900.00, 49.34
India, 31-10-2016, M, 6.29, 282437066.00, 47.44
India, 30-11-2016, M, 5.96, 271624996.00, 45.38
India, 31-12-2016, M, 5.82, 277520085.00, 46.21
India, 31-01-2017, M, 5.11, 281110838.00, 46.37
India, 28-02-2017, M, 4.35, 276714541.00, 45.20
India, 31-03-2017, M, 4.14, 275986233.00, 44.90
India, 30-04-2017, M, 3.72, 275638861.00, 44.56
India, 31-05-2017, M, 3.65, 278531408.00, 44.91
India, 30-06-2017, M, 3.78, 278851268.00, 44.94
India, 31-07-2017, M, 3.01, 274118126.00, 43.74
India, 31-08-2017, M, 3.59, 276842713.00, 44.36
India, 30-09-2017, M, 4.13, 278105422.00, 44.73
India, 31-10-2017, M, 4.52, 275515215.00, 44.41
India, 30-11-2017, M, 4.39, 279695645.00, 44.94
India, 31-12-2017, M, 4.46, 278093653.00, 44.62
India, 31-01-2018, M, 4.43, 277440299.00, 44.42
India, 28-02-2018, M, 5.53, 275326775.00, 44.52
India, 31-03-2018, M, 5.95, 274507610.00, 44.50
India, 30-04-2018, M, 5.29, 274398367.00, 44.09
India, 31-05-2018, M, 4.65, 274810539.00, 43.78
India, 30-06-2018, M, 5.32, 272352767.00, 43.61
India, 31-07-2018, M, 5.42, 272440047.00, 43.59
India, 31-08-2018, M, 6.06, 270256510.00, 43.45
India, 30-09-2018, M, 6.05, 275902531.00, 44.27
India, 31-10-2018, M, 6.69, 267186040.00, 43.08
India, 30-11-2018, M, 6.32, 273676206.00, 43.87
India, 31-12-2018, M, 6.80, 269401503.00, 43.32
India, 31-01-2019, M, 6.05, 277734721.00, 44.22
India, 28-02-2019, M, 6.97, 271009007.00, 43.50
India, 31-03-2019, M, 6.15, 275745758.00, 43.79
India, 30-04-2019, M, 7.25, 272402863.00, 43.69
India, 31-05-2019, M, 6.30, 276818225.00, 43.87
India, 30-06-2019, M, 7.69, 271966809.00, 43.66
India, 31-07-2019, M, 6.90, 276253235.00, 43.89
India, 31-08-2019, M, 7.48, 276404335.00, 44.11
India, 30-09-2019, M, 5.99, 279885439.00, 43.87
India, 31-10-2019, M, 8.02, 275372602.00, 44.03
India, 30-11-2019, M, 6.45, 275871903.00, 43.29
India, 31-12-2019, M, 6.93, 277592371.00, 43.70
India, 31-01-2020, M, 6.06, 283513935.00, 44.14
India, 29-02-2020, M, 7.34, 277210355.00, 43.67
India, 31-03-2020, M, 8.44, 270337539.00, 43.02
India, 30-04-2020, M, 22.89, 197005721.00, 37.15
India, 31-05-2020, M, 21.11, 218999630.00, 40.29
India, 30-06-2020, M, 9.49, 260550873.00, 41.70
India, 31-07-2020, M, 6.51, 272243964.00, 42.11
India, 31-08-2020, M, 7.65, 268720798.00, 41.99
India, 30-09-2020, M, 5.88, 276133697.00, 42.26
India, 31-10-2020, M, 6.95, 273145734.00, 42.20
India, 30-11-2020, M, 6.24, 271616741.00, 41.57
India, 31-12-2020, M, 9.15, 266423907.00, 42.00
India, 31-01-2021, M, 5.81, 277579782.00, 42.13
India, 28-02-2021, M, 6.85, 274511536.00, 42.05
India, 31-03-2021, M, 6.15, 275432124.00, 41.80
India, 30-04-2021, M, 7.13, 268639127.00, 41.12
India, 31-05-2021, M, 10.63, 262848047.00, 41.73
India, 30-06-2021, M, 8.75, 263184191.00, 40.85
India, 31-07-2021, M, 6.34, 275637301.00, 41.60
